50,77
61,77
31,72
41,75
31,83
41,79
53,76
53,76
51,73
49,67
48,58
50,48
53,78
53,79
51,81
49,88
49,97
50,107
61,77
73,77
87,77
56,77
25,77
38,77
50,77
62,48
63,58
62,67
60,73
59,76
59,76
62,107
63,97
62,88
60,82
59,79
59,78
70,75
81,72
70,79
81,83
31,77
43,45
33,52
42,55
32,60
42,63
32,66
43,69
43,73
32,88
43,82
32,94
43,85
33,103
42,91
42,100
43,109
64,75
74,67
72,51
39,51
38,67
48,75
61,73
64,63
56,57
47,63
50,73
57,76
57,71
54,71
55,76
54,84
56,83
58,84
54,95
58,95
56,106
64,80
61,82
57,79
54,70
53,59
56,48
74,87
64,91
57,84
56,72
58,59
72,104
56,98
54,84
58,70
39,104
47,91
55,78
38,87
50,82
48,80
69,45
70,55
79,52
69,63
79,60
69,69
80,67
69,73
69,109
70,100
69,91
69,86
69,82
79,103
79,94
80,88
80,77
